lectin_id,pdb,protein_name,uniprot,origin,species,species_id,fold,class,family,resolution,ligand,monosac,iupac,glycoct,glytoucan_id,timestamp_download
3899,5BNP,Genome polyprotein [Cleaved into: P3; Protein 3AB; P2; P1; Capsid protein VP0 (VP4-VP2); Capsid protein VP4 (P1A) (Virion protein 4); Capsid protein VP2 (P1B) (Virion protein 2); Capsid protein VP3 (P1C) (Virion protein 3); Capsid protein VP1 (P1D) (Virion protein 1); Protease 2A (P2A) (EC 3.4.22.29) (Picornain 2A) (Protein 2A); Protein 2B (P2B); Protein 2C (P2C) (EC 3.6.1.15); Protein 3A (P3A); Viral protein genome-linked (VPg) (Protein 3B) (P3B); Protein 3CD (EC 3.4.22.28); Protease 3C (P3C); RNA-directed RNA polymerase (RdRp) (EC 2.7.7.48) (3D polymerase) (3Dpol) (Protein 3D) (3D)],Q68T42,Virus lectins,Enterovirus D,1359,b-sandwich / viral coat and capsid protein,Caliciviridae VP capsid,foot-and-mouth disease virus,2.15,3-sialyl-lacNAc,"D-Galp, D-GlcpNAc, D-Neup5Ac",NeuAc(a2-3)Gal(b1-4)GlcNAc,"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dgal-HEX-1:5
4b:a-dgro-dgal-NON-2:6|1:a|2:keto|3:d
5s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3o(3+2)4d
4:4d(5+1)5n",G10203DW,2026-01-06T19:41:38Z
3900,4K6T,Fiber (Fiber protein),Q64823,Virus lectins,Human mastadenovirus D,1571,b-sandwich / virus globular domain,Fiber knob,human adenovirus,2.0,,,,,,2026-01-06T19:41:38Z
3901,4K6U,Fiber (Fiber protein),Q64823,Virus lectins,Human mastadenovirus D,1571,b-sandwich / virus globular domain,Fiber knob,human adenovirus,1.9,,,,,,2026-01-06T19:41:38Z
3902,4K6V,Fiber (Fiber protein),Q64823,Virus lectins,Human mastadenovirus D,1571,b-sandwich / virus globular domain,Fiber knob,human adenovirus,1.5,,,,,,2026-01-06T19:41:38Z
3903,4K6W,Fiber (Fiber protein),Q64823,Virus lectins,Human mastadenovirus D,1571,b-sandwich / virus globular domain,Fiber knob,human adenovirus,1.5,,,,,,2026-01-06T19:41:38Z
3904,4XL8,Fiber-1,A0MK70,Virus lectins,Human mastadenovirus G,1572,b-sandwich / virus globular domain,Fiber knob,mastadenovirus G,1.65,,D-Neup5Ac,NeuAc,"RES
1b:x-dgro-dgal-NON-2:6|1:a|2:keto|3:d
2s:n-acetyl
LIN
1:1d(5+1)2n",G81533KY,2026-01-06T19:41:38Z
3905,4XQA,Fiber (Fiber protein),Q64823,Virus lectins,Human mastadenovirus D,1571,b-sandwich / virus globular domain,Fiber knob,human adenovirus,1.41,,,,,,2026-01-06T19:41:38Z
3906,4XQB,Fiber (Fiber protein),Q64823,Virus lectins,Human mastadenovirus D,1571,b-sandwich / virus globular domain,Fiber knob,human adenovirus,1.6,,,,,,2026-01-06T19:41:38Z
3907,6G47,Fiber-1,A0MK70,Virus lectins,Human mastadenovirus G,1572,b-sandwich / virus globular domain,Fiber knob,mastadenovirus G,1.5,,"D-Neup5Ac, D-Neup9Ac",Neu5Ac(a2-8)Neu5Ac,"RES
1b:x-dgro-dgal-NON-2:6|1:a|2:keto|3:d
2s:n-acetyl
3b:a-dgro-dgal-NON-2:6|1:a|2:keto|3:d
4s:n-acetyl
LIN
1:1d(5+1)2n
2:1o(8+2)3d
3:3d(5+1)4n",G97569KL,2026-01-06T19:41:38Z
3908,4CW8,Fiber knob domain (Fragment),Q0GF90,Virus lectins,Turkey siadenovirus A,1573,b-sandwich / virus globular domain,Turkey siadenovirus A,Porcine adenovirus and related,2.3,,,,,,2026-01-06T19:41:38Z
3909,4D62,Fiber,Q2TLC1,Virus lectins,Turkey siadenovirus A,1573,b-sandwich / virus globular domain,Turkey siadenovirus A,Porcine adenovirus and related,2.5,,D-Neup5Ac,NeuAc,"RES
1b:x-dgro-dgal-NON-2:6|1:a|2:keto|3:d
2s:n-acetyl
LIN
1:1d(5+1)2n",G81533KY,2026-01-06T19:41:38Z
3910,4D63,Fiber,Q2TLC1,Virus lectins,Turkey siadenovirus A,1573,b-sandwich / virus globular domain,Turkey siadenovirus A,Porcine adenovirus and related,2.2,,D-Neup5Ac,NeuAc,"RES
1b:x-dgro-dgal-NON-2:6|1:a|2:keto|3:d
2s:n-acetyl
LIN
1:1d(5+1)2n",G81533KY,2026-01-06T19:41:38Z
3911,5NC1,Fiber,E7CH51,Virus lectins,Murine mastadenovirus B,1574,b-sandwich / virus globular domain,Turkey siadenovirus A,Porcine adenovirus and related,2.0,,D-GlcpNAc,GlcNAc,"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
LIN
1:1d(2+1)2n",G64581RP,2026-01-06T19:41:38Z
3912,5EGC,Capsid protein,Q9WBP8,Virus lectins,Adeno-associated dependoparvovirus A,1364,b-sandwich / virus globular domain,Fiber-knob parvovirus,dependoparvovirus A,3.01,,D-Neup5Ac,NeuAc,"RES
1b:x-dgro-dgal-NON-2:6|1:a|2:keto|3:d
2s:n-acetyl
LIN
1:1d(5+1)2n",G81533KY,2026-01-06T19:41:38Z
3913,5MWT,Galectin-1 (Gal-1) (14 kDa laminin-binding protein) (HLBP14) (14 kDa lectin) (Beta-galactoside-binding lectin L-14-I) (Galaptin) (HBL) (HPL) (Lactose-binding lectin 1) (Lectin galactoside-binding soluble 1) (Putative MAPK-activating protein PM12) (S-Lac lectin 1),P09382,Animal lectins,Homo sapiens,97,b-sandwich / ConA-like,galectin-like,galectin-1,1.71,,,,,,2026-01-06T19:41:38Z
3914,5MWX,Galectin-1 (Gal-1) (14 kDa laminin-binding protein) (HLBP14) (14 kDa lectin) (Beta-galactoside-binding lectin L-14-I) (Galaptin) (HBL) (HPL) (Lactose-binding lectin 1) (Lectin galactoside-binding soluble 1) (Putative MAPK-activating protein PM12) (S-Lac lectin 1),P09382,Animal lectins,Homo sapiens,97,b-sandwich / ConA-like,galectin-like,galectin-1,1.29,,,,,,2026-01-06T19:41:38Z
3915,6B94,Galectin-1 (Gal-1) (14 kDa laminin-binding protein) (HLBP14) (14 kDa lectin) (Beta-galactoside-binding lectin L-14-I) (Galaptin) (HBL) (HPL) (Lactose-binding lectin 1) (Lectin galactoside-binding soluble 1) (Putative MAPK-activating protein PM12) (S-Lac lectin 1),P09382,Animal lectins,Homo sapiens,97,b-sandwich / ConA-like,galectin-like,galectin-1,1.8,,"D-Fruf, D-Galp",Gal(b1-4)Fruf,"RES
1b:x-dara-HEX-2:5|2:keto
2b:b-dgal-HEX-1:5
LIN
1:1o(4+1)2d",G81952HB,2026-01-06T19:41:38Z
3916,6F83,Galectin-1 (Gal-1) (14 kDa laminin-binding protein) (HLBP14) (14 kDa lectin) (Beta-galactoside-binding lectin L-14-I) (Galaptin) (HBL) (HPL) (Lactose-binding lectin 1) (Lectin galactoside-binding soluble 1) (Putative MAPK-activating protein PM12) (S-Lac lectin 1),P09382,Animal lectins,Homo sapiens,97,b-sandwich / ConA-like,galectin-like,galectin-1,2.2,,,,,,2026-01-06T19:41:38Z
3917,6A1S,Galectin-10 (Gal-10) (Charcot-Leyden crystal protein) (CLC) (Eosinophil lysophospholipase) (Lysolecithin acylhydrolase),Q05315,Animal lectins,Homo sapiens,97,b-sandwich / ConA-like,galectin-like,galectin-10 (Charcot-Leyden crystal protein),1.63,,,,,,2026-01-06T19:41:38Z
3918,6A1T,Galectin-10 (Gal-10) (Charcot-Leyden crystal protein) (CLC) (Eosinophil lysophospholipase) (Lysolecithin acylhydrolase),Q05315,Animal lectins,Homo sapiens,97,b-sandwich / ConA-like,galectin-like,galectin-10 (Charcot-Leyden crystal protein),1.97,,"D-Galp, D-Glcp",Gal(b1-4)Glc,"RES
1b:x-dglc-HEX-1:5
2b:b-dgal-HEX-1:5
LIN
1:1o(4+1)2d",G74621DY,2026-01-06T19:41:38Z
3919,6A1U,Galectin-10 (Gal-10) (Charcot-Leyden crystal protein) (CLC) (Eosinophil lysophospholipase) (Lysolecithin acylhydrolase),Q05315,Animal lectins,Homo sapiens,97,b-sandwich / ConA-like,galectin-like,galectin-10 (Charcot-Leyden crystal protein),1.62,,,,,,2026-01-06T19:41:38Z
3920,6A1V,Galectin-10 (Gal-10) (Charcot-Leyden crystal protein) (CLC) (Eosinophil lysophospholipase) (Lysolecithin acylhydrolase),Q05315,Animal lectins,Homo sapiens,97,b-sandwich / ConA-like,galectin-like,galectin-10 (Charcot-Leyden crystal protein),1.98,,,,,,2026-01-06T19:41:38Z
3921,6A1X,Galectin-10 (Gal-10) (Charcot-Leyden crystal protein) (CLC) (Eosinophil lysophospholipase) (Lysolecithin acylhydrolase),Q05315,Animal lectins,Homo sapiens,97,b-sandwich / ConA-like,galectin-like,galectin-10 (Charcot-Leyden crystal protein),1.99,,,,,,2026-01-06T19:41:38Z
3922,6A1Y,Galectin-10 (Gal-10) (Charcot-Leyden crystal protein) (CLC) (Eosinophil lysophospholipase) (Lysolecithin acylhydrolase),Q05315,Animal lectins,Homo sapiens,97,b-sandwich / ConA-like,galectin-like,galectin-10 (Charcot-Leyden crystal protein),1.63,,,,,,2026-01-06T19:41:38Z
3923,5XG7,Galactoside-binding soluble lectin 13 (Galectin-13) (Gal-13) (Placental tissue protein 13) (PP13) (Placental protein 13),Q9UHV8,Animal lectins,Homo sapiens,97,b-sandwich / ConA-like,galectin-like,galectin-13,1.55,,,,,,2026-01-06T19:41:38Z
3924,5XG8,Galactoside-binding soluble lectin 13 (Galectin-13) (Gal-13) (Placental tissue protein 13) (PP13) (Placental protein 13),Q9UHV8,Animal lectins,Homo sapiens,97,b-sandwich / ConA-like,galectin-like,galectin-13,1.55,,,,,,2026-01-06T19:41:38Z
3925,5Y03,Galactoside-binding soluble lectin 13 (Galectin-13) (Gal-13) (Placental tissue protein 13) (PP13) (Placental protein 13),Q9UHV8,Animal lectins,Homo sapiens,97,b-sandwich / ConA-like,galectin-like,galectin-13,2.12,,,,,,2026-01-06T19:41:38Z
3926,6A62,Galactoside-binding soluble lectin 13 (Galectin-13) (Gal-13) (Placental tissue protein 13) (PP13) (Placental protein 13),Q9UHV8,Animal lectins,Homo sapiens,97,b-sandwich / ConA-like,galectin-like,galectin-13,2.03,,"D-Galp, D-Glcp",Gal(b1-4)Glc,"RES
1b:x-dglc-HEX-1:5
2b:b-dgal-HEX-1:5
LIN
1:1o(4+1)2d",G74621DY,2026-01-06T19:41:38Z
3927,6A63,Galactoside-binding soluble lectin 13 (Galectin-13) (Gal-13) (Placental tissue protein 13) (PP13) (Placental protein 13),Q9UHV8,Animal lectins,Homo sapiens,97,b-sandwich / ConA-like,galectin-like,galectin-13,1.63,,"D-Galp, D-Glcp",Gal(b1-4)Glc,"RES
1b:x-dglc-HEX-1:5
2b:b-dgal-HEX-1:5
LIN
1:1o(4+1)2d",G74621DY,2026-01-06T19:41:38Z
3928,6A64,Galactoside-binding soluble lectin 13 (Galectin-13) (Gal-13) (Placental tissue protein 13) (PP13) (Placental protein 13),Q9UHV8,Animal lectins,Homo sapiens,97,b-sandwich / ConA-like,galectin-like,galectin-13,1.63,,"D-Galp, D-Glcp",Gal(b1-4)Glc,"RES
1b:x-dglc-HEX-1:5
2b:b-dgal-HEX-1:5
LIN
1:1o(4+1)2d",G74621DY,2026-01-06T19:41:38Z
3929,6A65,Galactoside-binding soluble lectin 13 (Galectin-13) (Gal-13) (Placental tissue protein 13) (PP13) (Placental protein 13),Q9UHV8,Animal lectins,Homo sapiens,97,b-sandwich / ConA-like,galectin-like,galectin-13,1.77,,,,,,2026-01-06T19:41:38Z
3930,6A66,Galactoside-binding soluble lectin 13 (Galectin-13) (Gal-13) (Placental tissue protein 13) (PP13) (Placental protein 13),Q9UHV8,Animal lectins,Homo sapiens,97,b-sandwich / ConA-like,galectin-like,galectin-13,1.4,,,,,,2026-01-06T19:41:38Z
3931,5OAX,Galectin-3 (Gal-3) (35 kDa lectin) (Carbohydrate-binding protein 35) (CBP 35) (Galactose-specific lectin 3) (Galactoside-binding protein) (GALBP) (IgE-binding protein) (L-31) (Laminin-binding protein) (Lectin L-29) (Mac-2 antigen),P17931,Animal lectins,Homo sapiens,97,b-sandwich / ConA-like,galectin-like,galectin-3,1.2,,,,,,2026-01-06T19:41:38Z
3932,5ODY,Galectin-3 (Gal-3) (35 kDa lectin) (Carbohydrate-binding protein 35) (CBP 35) (Galactose-specific lectin 3) (Galactoside-binding protein) (GALBP) (IgE-binding protein) (L-31) (Laminin-binding protein) (Lectin L-29) (Mac-2 antigen),P17931,Animal lectins,Homo sapiens,97,b-sandwich / ConA-like,galectin-like,galectin-3,1.15,,,,,,2026-01-06T19:41:38Z
3933,6B8K,Galectin-3 (Gal-3) (35 kDa lectin) (Carbohydrate-binding protein 35) (CBP 35) (Galactose-specific lectin 3) (Galactoside-binding protein) (GALBP) (IgE-binding protein) (L-31) (Laminin-binding protein) (Lectin L-29) (Mac-2 antigen),P17931,Animal lectins,Homo sapiens,97,b-sandwich / ConA-like,galectin-like,galectin-3,1.28,,"D-Fruf, D-Galp",Gal(b1-4)Fruf,"RES
1b:x-dara-HEX-2:5|2:keto
2b:b-dgal-HEX-1:5
LIN
1:1o(4+1)2d",G81952HB,2026-01-06T19:41:38Z
3934,6F2Q,Galectin-3 (Gal-3) (35 kDa lectin) (Carbohydrate-binding protein 35) (CBP 35) (Galactose-specific lectin 3) (Galactoside-binding protein) (GALBP) (IgE-binding protein) (L-31) (Laminin-binding protein) (Lectin L-29) (Mac-2 antigen),P17931,Animal lectins,Homo sapiens,97,b-sandwich / ConA-like,galectin-like,galectin-3,1.03,,,,,,2026-01-06T19:41:38Z
3935,6F6Y,Galectin-3 (Gal-3) (35 kDa lectin) (Carbohydrate-binding protein 35) (CBP 35) (Galactose-specific lectin 3) (Galactoside-binding protein) (GALBP) (IgE-binding protein) (L-31) (Laminin-binding protein) (Lectin L-29) (Mac-2 antigen),P17931,Animal lectins,Homo sapiens,97,b-sandwich / ConA-like,galectin-like,galectin-3,1.41,,D-Galp,Gal(b1-4)Gal,"RES
1b:x-dgal-HEX-1:5
2b:b-dgal-HEX-1:5
LIN
1:1o(4+1)2d",G48027TR,2026-01-06T19:41:38Z
3936,6I74,Galectin-3 (Gal-3) (35 kDa lectin) (Carbohydrate-binding protein 35) (CBP 35) (Galactose-specific lectin 3) (Galactoside-binding protein) (GALBP) (IgE-binding protein) (L-31) (Laminin-binding protein) (Lectin L-29) (Mac-2 antigen),P17931,Animal lectins,Homo sapiens,97,b-sandwich / ConA-like,galectin-like,galectin-3,0.96,,,,,,2026-01-06T19:41:38Z
3937,6I75,Galectin-3 (Gal-3) (35 kDa lectin) (Carbohydrate-binding protein 35) (CBP 35) (Galactose-specific lectin 3) (Galactoside-binding protein) (GALBP) (IgE-binding protein) (L-31) (Laminin-binding protein) (Lectin L-29) (Mac-2 antigen),P17931,Animal lectins,Homo sapiens,97,b-sandwich / ConA-like,galectin-like,galectin-3,1.17,,,,,,2026-01-06T19:41:38Z
3938,6I76,Galectin-3 (Gal-3) (35 kDa lectin) (Carbohydrate-binding protein 35) (CBP 35) (Galactose-specific lectin 3) (Galactoside-binding protein) (GALBP) (IgE-binding protein) (L-31) (Laminin-binding protein) (Lectin L-29) (Mac-2 antigen),P17931,Animal lectins,Homo sapiens,97,b-sandwich / ConA-like,galectin-like,galectin-3,1.2,,,,,,2026-01-06T19:41:38Z
3939,6I77,Galectin-3 (Gal-3) (35 kDa lectin) (Carbohydrate-binding protein 35) (CBP 35) (Galactose-specific lectin 3) (Galactoside-binding protein) (GALBP) (IgE-binding protein) (L-31) (Laminin-binding protein) (Lectin L-29) (Mac-2 antigen),P17931,Animal lectins,Homo sapiens,97,b-sandwich / ConA-like,galectin-like,galectin-3,1.22,,,,,,2026-01-06T19:41:38Z
3940,6I78,Galectin-3 (Gal-3) (35 kDa lectin) (Carbohydrate-binding protein 35) (CBP 35) (Galactose-specific lectin 3) (Galactoside-binding protein) (GALBP) (IgE-binding protein) (L-31) (Laminin-binding protein) (Lectin L-29) (Mac-2 antigen),P17931,Animal lectins,Homo sapiens,97,b-sandwich / ConA-like,galectin-like,galectin-3,1.15,,,,,,2026-01-06T19:41:38Z
3941,6QGE,Galectin-3 (Gal-3) (35 kDa lectin) (Carbohydrate-binding protein 35) (CBP 35) (Galactose-specific lectin 3) (Galactoside-binding protein) (GALBP) (IgE-binding protein) (L-31) (Laminin-binding protein) (Lectin L-29) (Mac-2 antigen),P17931,Animal lectins,Homo sapiens,97,b-sandwich / ConA-like,galectin-like,galectin-3,1.16,,,,,,2026-01-06T19:41:38Z
3942,6QGF,Galectin-3 (Gal-3) (35 kDa lectin) (Carbohydrate-binding protein 35) (CBP 35) (Galactose-specific lectin 3) (Galactoside-binding protein) (GALBP) (IgE-binding protein) (L-31) (Laminin-binding protein) (Lectin L-29) (Mac-2 antigen),P17931,Animal lectins,Homo sapiens,97,b-sandwich / ConA-like,galectin-like,galectin-3,1.34,,,,,,2026-01-06T19:41:38Z
3943,5VWG,Galectin-8 (Gal-8) (Po66 carbohydrate-binding protein) (Po66-CBP) (Prostate carcinoma tumor antigen 1) (PCTA-1),O00214,Animal lectins,Homo sapiens,97,b-sandwich / ConA-like,galectin-like,galectin-8,2.1,,,,,,2026-01-06T19:41:38Z
3944,5N7M,Capsid protein VP1 (CP) (p59) [Cleaved into: Soluble capsid protein (Protein 30k) (p30)],Q83884,Virus lectins,Hu/NV/NV/1968/US,1625,b-sandwich / viral coat and capsid protein,Caliciviridae VP capsid,Norovirus GI 1,1.73,H-type 2 analog (2-fucosyllactose),"D-Galp, D-Glcp, L-Fucp",Fuc(a1-2)Gal(b1-4)Glc,"RES
1b:x-dglc-HEX-1:5
2b:b-dgal-HEX-1:5
3b:a-lgal-HEX-1:5|6:d
LIN
1:1o(4+1)2d
2:2o(2+1)3d",G10422IZ,2026-01-06T19:41:38Z
3945,6H70,Capsid protein VP1 (CP) (p59) [Cleaved into: Soluble capsid protein (Protein 30k) (p30)],Q83884,Virus lectins,Hu/NV/NV/1968/US,1625,b-sandwich / viral coat and capsid protein,Caliciviridae VP capsid,Norovirus GI 1,1.83,H-type 2 analog (2-fucosyllactose),"D-Galp, D-Glcp, L-Fucp",Fuc(a1-2)Gal(b1-4)Glc,"RES
1b:x-dglc-HEX-1:5
2b:b-dgal-HEX-1:5
3b:a-lgal-HEX-1:5|6:d
LIN
1:1o(4+1)2d
2:2o(2+1)3d",G10422IZ,2026-01-06T19:41:38Z
3946,6H72,Capsid protein VP1 (CP) (p59) [Cleaved into: Soluble capsid protein (Protein 30k) (p30)],Q83884,Virus lectins,Hu/NV/NV/1968/US,1625,b-sandwich / viral coat and capsid protein,Caliciviridae VP capsid,Norovirus GI 1,2.3,H-type 2 analog (2-fucosyllactose),"D-Galp, D-Glcp, L-Fucp",Fuc(a1-2)Gal(b1-4)Glc,"RES
1b:x-dglc-HEX-1:5
2b:b-dgal-HEX-1:5
3b:a-lgal-HEX-1:5|6:d
LIN
1:1o(4+1)2d
2:2o(2+1)3d",G10422IZ,2026-01-06T19:41:38Z
3947,6H6Z,Capsid protein VP1 (CP) (p59) [Cleaved into: Soluble capsid protein (Protein 30k) (p30)],Q83884,Virus lectins,Hu/NV/NV/1968/US,1625,b-sandwich / viral coat and capsid protein,Caliciviridae VP capsid,Norovirus GI 1,2.08,,,,,,2026-01-06T19:41:38Z
3948,6H71,Capsid protein VP1 (CP) (p59) [Cleaved into: Soluble capsid protein (Protein 30k) (p30)],Q83884,Virus lectins,Hu/NV/NV/1968/US,1625,b-sandwich / viral coat and capsid protein,Caliciviridae VP capsid,Norovirus GI 1,2.31,,,,,,2026-01-06T19:41:38Z
3949,5ZV9,Major capsid protein VP1 (Fragment),A0A0D6CBA8,Virus lectins,Hu/GII.13/10N4598/2010/NP,1644,b-sandwich / viral coat and capsid protein,Caliciviridae VP capsid,Norovirus GII 13,1.8,,,,,,2026-01-06T19:41:38Z
3950,5ZVC,Major capsid protein VP1 (Fragment),A0A0D6CBA8,Virus lectins,Hu/GII.13/10N4598/2010/NP,1644,b-sandwich / viral coat and capsid protein,Caliciviridae VP capsid,Norovirus GII 13,1.8,Lewis a trisaccharide,"D-Galp, D-GlcpNAc, L-Fucp",Gal(b1-3)[Fuc(a1-4)]GlcNAc,"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dgal-HEX-1:5
4b:a-lgal-HEX-1:5|6:d
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:1o(4+1)4d",G00047MO,2026-01-06T19:41:38Z
3951,5LKC,Capsid protein VP1,A0A0E4B1P1,Virus lectins,Hu/GII/JP/2015/GII.P17_GII.17/Kawasaki308 ,1641,b-sandwich / viral coat and capsid protein,Caliciviridae VP capsid,Norovirus GII 17,1.81,A-type trisaccharide,"D-Galp, D-GalpNAc, L-Fucp",GalNAc(a1-3)[Fuc(a1-2)]Gal,"RES
1b:x-dgal-HEX-1:5
2b:a-lgal-HEX-1:5|6:d
3b:a-dgal-HEX-1:5
4s:n-acetyl
LIN
1:1o(2+1)2d
2:1o(3+1)3d
3:3d(2+1)4n",G55958KV,2026-01-06T19:41:38Z
3952,5LKG,Capsid protein VP1,A0A0E4B1P1,Virus lectins,Hu/GII/JP/2015/GII.P17_GII.17/Kawasaki308 ,1641,b-sandwich / viral coat and capsid protein,Caliciviridae VP capsid,Norovirus GII 17,1.51,H-type 2 analog (2-fucosyllactose),"D-Galp, D-Glcp, L-Fucp",Fuc(a1-2)Gal(b1-4)Glc,"RES
1b:x-dglc-HEX-1:5
2b:b-dgal-HEX-1:5
3b:a-lgal-HEX-1:5|6:d
LIN
1:1o(4+1)2d
2:2o(2+1)3d",G10422IZ,2026-01-06T19:41:38Z
3953,5LKK,Capsid protein VP1,A0A0E4B1P1,Virus lectins,Hu/GII/JP/2015/GII.P17_GII.17/Kawasaki308,1641,b-sandwich / viral coat and capsid protein,Caliciviridae VP capsid,Norovirus GII 17,1.49,Lewis x analog (3-fucosyllactose),"D-Galp, D-Glcp, L-Fucp",Gal(b1-4)[Fuc(a1-3)]Glc,"RES
1b:x-dglc-HEX-1:5
2b:a-lgal-HEX-1:5|6:d
3b:b-dgal-HEX-1:5
LIN
1:1o(3+1)2d
2:1o(4+1)3d",G06210XB,2026-01-06T19:41:38Z
3954,5ZUQ,VP1,M4H3L5,Virus lectins,Hu/GII.17/C142/GF/1978,1643,b-sandwich / viral coat and capsid protein,Caliciviridae VP capsid,Norovirus GII 17,1.99,,,,,,2026-01-06T19:41:38Z
3955,5ZUS,Capsid protein (Capsid protein VP1) (Major capsid protein) (Major capsid protein VP1) (VP1) (Viral protein 1),A0A0E3X5I8,Virus lectins,Norwalk virus,223,b-sandwich / viral coat and capsid protein,Caliciviridae VP capsid,Norovirus GII 17,2.0,,,,,,2026-01-06T19:41:38Z
3956,5ZV5,Capsid protein (Capsid protein VP1) (Major capsid protein) (Major capsid protein VP1) (VP1) (Viral protein 1),A0A0E3X5I8,Virus lectins,Norwalk virus,223,b-sandwich / viral coat and capsid protein,Caliciviridae VP capsid,Norovirus GII 17,2.1,A-type trisaccharide,"D-Galp, D-GalpNAc, L-Fucp",GalNAc(a1-3)[Fuc(a1-2)]Gal,"RES
1b:x-dgal-HEX-1:5
2b:a-lgal-HEX-1:5|6:d
3b:a-dgal-HEX-1:5
4s:n-acetyl
LIN
1:1o(2+1)2d
2:1o(3+1)3d
3:3d(2+1)4n",G55958KV,2026-01-06T19:41:38Z
3957,5ZV7,Capsid protein (Capsid protein VP1) (Major capsid protein) (Major capsid protein VP1) (VP1) (Viral protein 1),A0A0E3X5I8,Virus lectins,Norwalk virus,223,b-sandwich / viral coat and capsid protein,Caliciviridae VP capsid,Norovirus GII 17,1.95,B-type trisaccharide,"D-Galp, L-Fucp",Gal(a1-3)[Fuc(a1-2)]Gal,"RES
1b:x-dgal-HEX-1:5
2b:a-lgal-HEX-1:5|6:d
3b:a-dgal-HEX-1:5
LIN
1:1o(2+1)2d
2:1o(3+1)3d",G58612ZQ,2026-01-06T19:41:38Z
3958,5IYN,VP1,D0QJ68,Virus lectins,Hu/GII.4/CHDC2094/1974/US,1642,b-sandwich / viral coat and capsid protein,Caliciviridae VP capsid,Norovirus GII 4,1.56,,,,,,2026-01-06T19:41:38Z
3959,5IYP,VP1,D0QJ68,Virus lectins,Hu/GII.4/CHDC2094/1974/US,1642,b-sandwich / viral coat and capsid protein,Caliciviridae VP capsid,Norovirus GII 4,1.27,A-type trisaccharide,"D-Galp, D-GalpNAc, L-Fucp",GalNAc(a1-3)[Fuc(a1-2)]Gal,"RES
1b:x-dgal-HEX-1:5
2b:a-lgal-HEX-1:5|6:d
3b:a-dgal-HEX-1:5
4s:n-acetyl
LIN
1:1o(2+1)2d
2:1o(3+1)3d
3:3d(2+1)4n",G55958KV,2026-01-06T19:41:38Z
3960,5IYQ,VP1,D0QJ68,Virus lectins,Hu/GII.4/CHDC2094/1974/US,1642,b-sandwich / viral coat and capsid protein,Caliciviridae VP capsid,Norovirus GII 4,1.41,H-type 1 trisaccharide,"D-Galp, L-Fucp",Gal(a1-3)[Fuc(a1-2)]Gal,"RES
1b:x-dgal-HEX-1:5
2b:a-lgal-HEX-1:5|6:d
3b:a-dgal-HEX-1:5
LIN
1:1o(2+1)2d
2:1o(3+1)3d",G58612ZQ,2026-01-06T19:41:38Z
3961,5IYR,VP1,D0QJ68,Virus lectins,Hu/GII.4/CHDC2094/1974/US,1642,b-sandwich / viral coat and capsid protein,Caliciviridae VP capsid,Norovirus GII 4,1.54,H-type 2 trisaccharide,"D-Galp, D-Glcp, L-Fucp",Fuc(a1-2)Gal(b1-4)Glc,"RES
1b:x-dglc-HEX-1:5
2b:b-dgal-HEX-1:5
3b:a-lgal-HEX-1:5|6:d
LIN
1:1o(4+1)2d
2:2o(2+1)3d",G10422IZ,2026-01-06T19:41:38Z
3962,5IYW,VP1,D0QJ68,Virus lectins,Hu/GII.4/CHDC2094/1974/US,1642,b-sandwich / viral coat and capsid protein,Caliciviridae VP capsid,Norovirus GII 4,1.41,Lewis x analog (3-fucosyllactose),"D-Galp, D-Glcp, L-Fucp",Gal(b1-4)[Fuc(a1-3)]Glc,"RES
1b:x-dglc-HEX-1:5
2b:a-lgal-HEX-1:5|6:d
3b:b-dgal-HEX-1:5
LIN
1:1o(3+1)2d
2:1o(4+1)3d",G06210XB,2026-01-06T19:41:38Z
3963,5J35,VP1,K4LM89,Virus lectins,Hu/GII.4/Sydney/NSW0514/2012/AU,1630,b-sandwich / viral coat and capsid protein,Caliciviridae VP capsid,Norovirus GII 4,1.47,H-type 2 analog (2-fucosyllactose),"D-Galp, D-Glcp, L-Fucp",Fuc(a1-2)Gal(b1-4)Glc,"RES
1b:x-dglc-HEX-1:5
2b:b-dgal-HEX-1:5
3b:a-lgal-HEX-1:5|6:d
LIN
1:1o(4+1)2d
2:2o(2+1)3d",G10422IZ,2026-01-06T19:41:38Z
3964,5J3O,VP1,K4LM89,Virus lectins,Hu/GII.4/Sydney/NSW0514/2012/AU,1630,b-sandwich / viral coat and capsid protein,Caliciviridae VP capsid,Norovirus GII 4,1.47,Fuc,L-Fucp,Fuc,"RES
1b:x-lgal-HEX-1:5|6:d",G82576YO,2026-01-06T19:41:38Z
3965,5KON,Capsid protein,A0A172QPU7,Virus lectins,Norwalk virus,223,b-sandwich / viral coat and capsid protein,Caliciviridae VP capsid,Norovirus GII 4,1.51,,,,,,2026-01-06T19:41:38Z
